fund_id,fund_name,Despesa,Liquidado,liquidated_brl
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903032 - MATERIAL DE USO LABORATORIAL,"             985.039,15",5117672.39991
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903034 - MATERIAL DE USO VETERINARIO,"                 257,60",1338.3350400000002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903039 - MATERIAL ESPORTIVO E DE LAZER,"                 753,05",3912.39597
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903040 - MATERIAL EDUCATIVO E CULTURAL,"           8.781.644,06",45624153.549324006
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"              43.729,76",227193.595104
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM,"                  76,00",394.85040000000004
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"             164.038,77",852247.025658
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"               1.508,73",7838.455842
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"               1.913,04",9939.008016
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"              74.703,00",388111.9662
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"              27.925,24",145082.791896
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903062 - MUNICOES E EXPLOSIVOS,"             292.469,89",1519498.0665060002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903080 - ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM","              14.742,00",76590.5868
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903081 - ALIMENTOS PARA ANIMAIS,"               2.970,00",15430.338000000002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903090 - OUTROS MATERIAIS DE CONSUMO,"              43.802,83",227573.222982
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903101 - PREMIO EM PECUNIA,"           6.945.559,00",36084957.2286
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"           1.985.103,65",10313407.50321
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","             515.735,23",2679450.813942
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO,"              18.284,43",94994.927622
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"           3.720.239,28",19328131.155311998
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"              57.961,66",301134.008364
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"               4.832,88",25108.744752000002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903616 - AJUDA DE CUSTO A COLABORADORES EVENTUAIS,"             738.708,49",3837886.088946
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903618 - ETAPAS PAGAS A COLABORADORES EVENTUAIS,"                 320,00",1662.528
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903795 - SERVICOS DE VIGILANCIA,"             645.201,28",3352078.7301120004
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903796 - SERVICOS DE LIMPEZA,"             138.793,13",721085.8276020001
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903799 - OUTROS SERVICOS,"              31.741,94",164912.075076
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903914 - EXAMES LABORATORIAIS,"               4.000,00",20781.600000000002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903918 - PROPAGANDA/PUBLICIDADE,"              18.084,77",93957.614058
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"             203.100,00",1055185.74
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903926 - PUBLICIDADE LEGAL,"               9.468,30",49191.60582
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903945 - OUTROS SEGUROS,"               3.611,08",18761.005032
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","              12.272,00",63757.948800000006
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903955 - INSCRICOES EM EVENTOS DIVERSOS,"              41.212,43",214115.05882200002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"              25.432,90",132134.08866
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","             146.150,00",759307.7100000001
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"           4.125.382,33",21433011.357282
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"             340.000,00",1766436.0
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"             764.959,59",3974271.053886
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903983 - SERVICOS GRAFICOS,"           6.908.783,15",35893891.977510005
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903991 - LOCACAO DE IMOVEIS,"             110.800,00",575650.3200000001
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903999 - OUTROS SERVICOS DE TERCEIROS,"           3.159.451,29",16414613.232066002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904007 - MANUTENçãO DE SOFTWARE,"               3.504,06",18204.993324
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904010 - ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR,"              96.808,68",502959.816072
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904015 - MANUTENçãO DE EQUIPAMENTOS DE TI,"             161.947,00",841379.4438
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904019 - SERVIçOS DE DIGITAçãO E PREPARAçãO DE DADOS,"             140.138,80",728077.1215199999
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904090 - SERVIçOS DE TECNOLOGIA DA INFORMAçãO,"             278.002,86",1444336.058844
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33905011 - ENERGIA ELETRICA,"              39.934,79",207477.20796600002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33905013 - AGUA E ESGOTOS,"              35.527,86",184581.44384400002
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"               3.292,76",17107.205304000003
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33909221 - DIARIAS,"               2.598,60",13500.76644
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           1.132.763,79",5885160.994566
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33909315 - AJUDA DE CUSTO-PESSOAL CIVIL,"               2.100,00",10910.34
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905112 - INSTALACOES,"              50.000,00",259770.0
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"          14.410.767,22",74869700.014788
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905210 - VEICULOS DIVERSOS,"           1.623.626,13",8435387.195802
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO,"             383.739,00",1993677.6006
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905232 - MOBILIARIO EM GERAL,"              12.900,00",67020.66
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","           4.328.932,00",22490533.3128
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"           5.195.579,08",26993111.552232
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","           7.370.147,61",38290864.892994
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           3.018.673,73",15683217.496842
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33901401 - DIARIAS PESSOAL CIVIL,"              78.206,93",406316.284122
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"              23.327,30",121194.65442
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"              16.711,85",86824.74549
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"              73.000,00",379264.2
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"             127.000,00",659815.8
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"               1.931,24",10033.564296
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,"33903501 - OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA","             135.920,50",706161.3657000001
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903945 - OUTROS SEGUROS,"             163.500,00",849447.9
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903950 - SERVICOS DE MONITORIA,"             735.199,52",3819655.5862080003
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           1.656.447,99",8605909.887246
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"             376.879,56",1958040.066024
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903991 - LOCACAO DE IMOVEIS,"               7.245,00",37640.673
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903999 - OUTROS SERVICOS DE TERCEIROS,"             261.572,59",1358974.2340860001
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33904090 - SERVIçOS DE TECNOLOGIA DA INFORMAçãO,"          19.208.153,46",99794040.48608401
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33904112 - CONTRIBUICOES A EMPRESAS ESTATAIS,"           1.459.521,75",7582799.29995
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33904113 - CONTRIBUICOES A AUTARQUIAS E FUNDACOES,"             241.558,67",1254993.914118
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,"44903501 - SERV. DE CONSULTORIA, ASSESSORIA E AUDITORIA","           5.279.636,88",27429825.446352
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44903515 - SERVICOS DE CONSULT.ASSESS.PARA INVESTIMENTO,"             738.063,86",3834536.978244
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905110 - ESTUDOS E PROJETOS,"          12.915.758,92",67102533.89296801
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905111 - GERENCIAMENTO DE OBRAS,"          15.134.816,24",78631424.29329601
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905112 - INSTALACOES,"           1.233.357,51",6407785.607454
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"         699.321.678,83",3633255850.1933823
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905210 - VEICULOS DIVERSOS,"           2.129.601,45",11064131.37333
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905211 - TRENS,"          68.453.623,16",355643953.765464
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO,"              66.707,31",346571.158374
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905231 - MAQUINAS E MOTORES,"              96.018,52",498854.61880800006
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905232 - MOBILIARIO EM GERAL,"             154.266,00",801473.5764
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"             386.474,43",2007889.253622
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"              30.746,97",159742.807938
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44909205 - OBRAS E INSTALACOES,"             105.397,39",547581.600006
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"          14.728.776,26",76521884.181204
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,45916510 - SUBSCRICAO DE ACOES-INVESTIMENTOS,"          47.621.156,92",247410958.66216803
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900111 - INATIVOS-RPPS,"      11.601.443.971,28",60274142008.388115
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900112 - INATIVOS DA POLICIA MILITAR,"       5.446.238.213,37",28295386013.7425
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900113 - INATIVOS-OUTROS PODERES-RPPS,"       3.515.087.739,94",18262286844.08428
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900114 - INATIVOS 13 SALARIO-RPPS,"       1.472.467.533,93",7650057825.7799225
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900115 - INATIVOS 13 SALARIO-OUTROS PODERES - RPPS,"         181.382.923,55",942356841.0116701
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900116 - INATIVOS 13 SALARIO-PESSOAL MILITAR,"         518.309.026,47",2692822716.122238
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900311 - PENSIONISTAS-PODER EXECUTIVO-RPPS,"       3.034.471.560,35",15765293544.64239
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900313 - PENSAO MENSAL MILITAR,"       2.063.292.694,90",10719630867.083462
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900314 - PENSIONISTAS-OUTROS PODERES-RPPS,"         437.531.739,86",2273152401.2686443
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900315 - PENSIONISTAS 13 SALARIO-PODER EXECUTIVO-RPPS,"         313.969.784,06",1631198616.105324
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900316 - PENSIONISTAS 13 SALARIO-OUTROS PODERES-RPPS,"          71.672.592,32",372367786.139328
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900318 - PENSAO MENSAL MILITAR-13 SALARIO,"         193.184.546,58",1003670993.3017321
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900701 - CONTRIBUICAO PATRONAL,"           5.677.480,07",29496779.955678005
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900801 - SALARIO FAMILIA - CIVIL,"                 216,54",1125.011916
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901111 - PESSOAL CIVIL PAGO PELO DDPE,"         117.297.617,52",609408042.063408
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901112 - PESSOAL CIVIL PAGO PELA UNIDADE,"         813.444.301,52",4226168524.117008
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901128 - PESSOAL CIVIL PAGO PELO DDPE-13 SALARIO,"           9.553.628,33",49634920.625682004
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO,"          60.447.215,11",314047461.38249403
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901130 - PESSOAL CIVIL PAGO PELO DDPE - 1/3 FERIAS,"           2.434.584,82",12648641.973828
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS,"          16.582.714,01",86153832.36755401
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901136 - ABONO DE PERMANENCIA,"           4.515.566,60",23460174.71364
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901137 - LICENCA PREMIO - PESSOAL CIVIL,"           1.345.789,03",6991912.326462001
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901312 - OUTRAS CONTRIBUICOES DE PREV.SOCIAL,"          73.567.172,08",382210885.824432
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO,"         100.399.557,03",521615858.593662
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901320 - OUTRAS CONTRIB.PREV.SOCIAL-13 SALARIO,"          10.228.648,88",53141922.39115201
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901321 - FGTS-13 SALARIO,"           2.728.486,07",14175576.528078
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901322 - PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL,"          12.387.655,11",64358823.358494
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT,"         114.686.186,52",595840613.446008
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901613 - HORA EXTRA,"          22.547.252,13",117141993.716202
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901616 - DESPESAS EVENTUAIS DE PESSOAL CIVIL,"             483.715,87",2513097.4309980003
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31909226 - VENC. E VANTAGENS FIXAS DE EXERC. ANTERIORES,"           4.075.426,37",21173470.162698
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31909227 - INATIVOS DE EXERCíCIOS ANTERIORES,"          13.131.561,96",68223717.00698401
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31909412 - INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.,"             243.797,32",1266624.596328
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31909601 - RESSARC. DESP. PESS.REQUISITADO DE EMPRESAS,"           8.425.155,96",43772055.27458401
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31911301 - CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE,"          28.116.165,40",146074725.71916
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,32902110 - JUROS SOBRE A DIVIDA POR CONTRATO,"          24.767.669,13",128677948.198002
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,32902121 - JUROS S/A DIVIDA EXTERNA POR CONTRATO,"          29.759.475,22",154612377.557988
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,32902210 - OUTROS ENCARGOS S/A DIVIDA POR CONTRATO,"             170.335,66",884961.8879640001
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,32902221 - ENCARGOS S/A DIVIDA EXTERNA POR CONTRATO,"           1.100.660,84",5718373.328136001
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33504390 - OUTRAS SUBVENCOES SOCIAIS,"          22.757.464,95",118234133.40123
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA,"           6.303.894,79",32751254.991966
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33900845 - AUXILIO FUNERAL - PODER EXECUTIVO - INATIVOS,"               3.826,09",19878.067986000002
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33901401 - DIARIAS PESSOAL CIVIL,"             153.067,45",795246.62973
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33901403 - DIARIA ESPEC.JORNADA EXTR. TRAB.PENITENCIARI,"             923.990,48",4800500.139792
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33901416 - DIARIAS NO EXTERIOR,"               2.513,46",13058.430084000001
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903010 - GENEROS ALIMENTICIOS,"           4.639.767,27",24105446.874557998
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903012 - MATERIAL DE CAMA, MESA E BANHO","             595.455,21",3093627.998034
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","             326.983,20",1698808.51728
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903014 - MATERIAL DE LIMPEZA,"             118.052,44",613329.646776
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903015 - ARTIGOS DE HIGIENE PESSOAL,"           1.115.215,94",5793992.894676
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"             161.911,35",841194.22779
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903019 - LUBRIFICANTE AUTOMOTIVO,"                 717,80",3729.25812
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903022 - DIESEL AUTOMOTIVO,"               6.038,44",31372.111176
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"             351.325,32",1825275.567528
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"               4.469,58",23221.255932
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903026 - CESTAS BASICAS,"              20.350,00",105726.39
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"              38.412,17",199566.588018
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"              99.757,40",518279.59596
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903029 - OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS,"               2.726,17",14163.543618000002
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"          22.182.653,23",115247756.59114201
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","          19.348.033,61",100520773.817394
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903032 - MATERIAL DE USO LABORATORIAL,"           9.232.730,94",47967730.325676
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903034 - MATERIAL DE USO VETERINARIO,"              15.571,11",80898.14489400001
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903036 - OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL,"               4.811,00",24995.0694
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903039 - MATERIAL ESPORTIVO E DE LAZER,"               5.877,20",30534.404880000002
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903040 - MATERIAL EDUCATIVO E CULTURAL,"          81.431.757,46",423070552.707684
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"             250.124,54",1299497.035116
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM,"               2.400,00",12468.960000000001
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"             905.569,99",4704798.326046
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"               2.030,49",10549.207746
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"              71.436,48",371141.088192
